Intervalo de datas,Termo de pesquisa,Identificador da campanha,Nome da campanha,ID do grupo de anúncios,Nome do grupo de anúncios,Segmentação,Tipo de correspondência de segmentação-Targeting match type,ID do portfólio,Nome do portfólio,SKU do produto anunciado-Advertised product SKU,Moeda do orçamento,Impressões,Cliques,CPC,CTR,Custo total,Vendas,ROAS,Compras,Unidades vendidas,Taxa de compra em relação aos cliques
25 de ago. de 2026 - 25 de ago. de 2026,lixeira inox 100l,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P4080,BRL,1,1,1.07000,100.0000%,1.07,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,B076T9QLJS,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,Q2460-B,BRL,19,2,0.71500,10.5263%,1.43,0.00,0.00000,0,0,0.0000%
28 de ago. de 2026 - 31 de ago. de 2026,suporte secador de cabelo parede,"=""234950194216241""",campanha automática individual- SP-PP-o425/08,"=""559914515436204""",campanha automática individual- SP-PP-o425/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,SP-PP,BRL,2,1,1.32000,50.0000%,1.32,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,suporte para guarda chuva,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,PG2460,BRL,30,1,0.80000,3.3333%,0.80,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,B08XN6M734,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L1618-T,BRL,13,1,0.32000,7.6923%,0.32,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 29 de ago. de 2026,lixeira inox para pia de cozinha embutir,"=""108804692555847""",Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,"=""28534619762262""",Campanha de Palavra-Chave Lixeiras banheiro-O425/08,lixeira inox para pia de cozinha,PHRASE,99873185432506,Campanhas Manuais Claude,L2025-T,BRL,6,1,0.69000,16.6667%,0.69,0.00,0.00000,0,0,0.0000%
26 de ago. de 2026 - 26 de ago. de 2026,suporte extintor de incêndio,"=""128467924533879""",Campanha - Extintor Palavra-Chave Exato Manual,"=""246454765415283""",Campanha - Extintor Palavra-Chave Exato Manual,suporte para extintor de incêndio,EXACT,99873185432506,Campanhas Manuais Claude,PXM,BRL,3,1,0.81000,33.3333%,0.81,203.54,251.28395,1,1,100.0000%
24 de ago. de 2026 - 29 de ago. de 2026,B0H8FBCPWK,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P3050,BRL,78,1,0.56000,1.2821%,0.56,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 27 de ago. de 2026,B0GWJZTXFG,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,"asin-expanded=""B0GWJZTXFG""",TARGETING_EXPRESSION,146788124202114,campanha de produto indicado,P3070,BRL,3,1,0.81000,33.3333%,0.81,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 24 de ago. de 2026,lavabo para banheiro,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,close-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L1623-A,BRL,2,1,0.54000,50.0000%,0.54,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,lixeira cozinha 100 litros,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P4080,BRL,6,1,0.94000,16.6667%,0.94,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 28 de ago. de 2026,lixeira retangular 30 litros,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,Q2460-B,BRL,14,1,0.80000,7.1429%,0.80,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,lixeira inox para pia de cozinha,"=""108804692555847""",Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,"=""28534619762262""",Campanha de Palavra-Chave Lixeiras banheiro-O425/08,lixeira inox para pia de cozinha,EXACT,99873185432506,Campanhas Manuais Claude,L2025-T,BRL,18,2,1.80000,11.1111%,3.60,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 24 de ago. de 2026,lixeira cozinha pia inox,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-T,BRL,1,1,0.71000,100.0000%,0.71,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 24 de ago. de 2026,varal retratil de parede com ventosa,"=""234950194216241""",campanha automática individual- SP-PP-o425/08,"=""559914515436204""",campanha automática individual- SP-PP-o425/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,SP-PP,BRL,1,1,1.29000,100.0000%,1.29,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,lixeira grande 100l,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P4080ALC,BRL,23,1,0.80000,4.3478%,0.80,0.00,0.00000,0,0,0.0000%
28 de ago. de 2026 - 28 de ago. de 2026,lixeira de inox,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L1618-A,BRL,1,1,0.57000,100.0000%,0.57,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 24 de ago. de 2026,B0GWFQYLH5,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2470-B,BRL,1,1,0.80000,100.0000%,0.80,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 28 de ago. de 2026,B07GYTMZVK,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L1618-B,BRL,14,2,0.77000,14.2857%,1.54,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 31 de ago. de 2026,suporte extintor chão,"=""128467924533879""",Campanha - Extintor Palavra-Chave Exato Manual,"=""246454765415283""",Campanha - Extintor Palavra-Chave Exato Manual,suporte de extintor chão,EXACT,99873185432506,Campanhas Manuais Claude,PXM,BRL,8,2,0.70000,25.0000%,1.40,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 31 de ago. de 2026,B0D7JSB8B6,"=""163724971822822""",campanha automática individual- PXM-o425/08,"=""560459911677559""",campanha automática individual- PXM-o425/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,PXM,BRL,22,1,0.67000,4.5455%,0.67,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 27 de ago. de 2026,lixeira cozinha pia,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-T,BRL,8,2,0.78000,25.0000%,1.56,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 25 de ago. de 2026,B0GR21DJC2,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2030-B,BRL,1,1,0.80000,100.0000%,0.80,0.00,0.00000,0,0,0.0000%
27 de ago. de 2026 - 28 de ago. de 2026,cinzeiro anti odor,"=""118770317056339""",Campanha de Produto Indicado- L2470-CZ-o425/08,"=""14733660752446""",Campanha de Produto Indicado- L2470-CZ-o425/08,"asin-expanded=""B0FWRQ7LM1""",TARGETING_EXPRESSION,146788124202114,campanha de produto indicado,L2470-CZ,BRL,3,1,1.01000,33.3333%,1.01,0.00,0.00000,0,0,0.0000%
26 de ago. de 2026 - 30 de ago. de 2026,lixo para banheiro,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-T,BRL,2,1,0.80000,50.0000%,0.80,0.00,0.00000,0,0,0.0000%
27 de ago. de 2026 - 27 de ago. de 2026,lixeira de banheiro luxo,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2030-B,BRL,1,1,0.79000,100.0000%,0.79,0.00,0.00000,0,0,0.0000%
26 de ago. de 2026 - 26 de ago. de 2026,lixeira para banheiro inox sem tampa,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2030,BRL,10,1,0.79000,10.0000%,0.79,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 27 de ago. de 2026,B0CFGBGQLW,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2470-B,BRL,9,1,0.79000,11.1111%,0.79,0.00,0.00000,0,0,0.0000%
26 de ago. de 2026 - 29 de ago. de 2026,B0H2FPP34K,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,"asin-expanded=""B07C8G5P5J""",TARGETING_EXPRESSION,146788124202114,campanha de produto indicado,P3070,BRL,9,1,1.10000,11.1111%,1.10,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,B0BHMZBZW9,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P3070,BRL,57,1,0.80000,1.7544%,0.80,0.00,0.00000,0,0,0.0000%
29 de ago. de 2026 - 29 de ago. de 2026,lixeira de inox pequena odonto,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-T,BRL,1,1,0.17000,100.0000%,0.17,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,lixeira brinox,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-T,BRL,10,1,0.69000,10.0000%,0.69,0.00,0.00000,0,0,0.0000%
30 de ago. de 2026 - 31 de ago. de 2026,B0GZLR5TKB,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,"asin-expanded=""B0GTN98XXY""",TARGETING_EXPRESSION,146788124202114,campanha de produto indicado,P3070,BRL,5,1,1.10000,20.0000%,1.10,0.00,0.00000,0,0,0.0000%
26 de ago. de 2026 - 26 de ago. de 2026,B0FJJBXMM8,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L1618-B,BRL,1,1,0.80000,100.0000%,0.80,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 30 de ago. de 2026,B0CCXJNFDB,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P4080ALC,BRL,78,1,0.41000,1.2821%,0.41,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 26 de ago. de 2026,B0FJJBXMM8,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-B,BRL,4,1,0.80000,25.0000%,0.80,0.00,0.00000,0,0,0.0000%
28 de ago. de 2026 - 28 de ago. de 2026,lixeira 3 litros pia preto,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L1618-B,BRL,1,1,0.20000,100.0000%,0.20,0.00,0.00000,0,0,0.0000%
29 de ago. de 2026 - 29 de ago. de 2026,lixeira de banheiro inox,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-T,BRL,1,1,0.72000,100.0000%,0.72,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,lixeira de embutir 5 litros,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,EMB-05,BRL,39,1,0.80000,2.5641%,0.80,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 28 de ago. de 2026,lixeira grande,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2460-AML,BRL,4,1,0.80000,25.0000%,0.80,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 28 de ago. de 2026,lixeira inox 15 litros,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P2430,BRL,4,1,0.80000,25.0000%,0.80,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 29 de ago. de 2026,B08S2P53GD,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,Q2460-B,BRL,32,1,0.79000,3.1250%,0.79,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 24 de ago. de 2026,B0H3QQLFFY,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L1623-T,BRL,1,1,0.79000,100.0000%,0.79,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 28 de ago. de 2026,lixeira inox 30 litros com pedal,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P3070,BRL,40,1,0.80000,2.5000%,0.80,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 26 de ago. de 2026,lixeira inox quadrada,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,close-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,Q2460-B,BRL,5,1,0.59000,20.0000%,0.59,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 25 de ago. de 2026,lixeira inox 10 litros tramontina para banheiro,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2030-B,BRL,1,1,0.80000,100.0000%,0.80,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 31 de ago. de 2026,lata de lixo 100 litros,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L4080-A,BRL,17,1,0.73000,5.8824%,0.73,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 25 de ago. de 2026,luminária de parede,"=""234950194216241""",campanha automática individual- SP-PP-o425/08,"=""559914515436204""",campanha automática individual- SP-PP-o425/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,SP-PP,BRL,19,1,1.30000,5.2632%,1.30,0.00,0.00000,0,0,0.0000%
27 de ago. de 2026 - 27 de ago. de 2026,lixeira com pedal,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P1623,BRL,1,1,0.79000,100.0000%,0.79,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 27 de ago. de 2026,B09Q6DTP8K,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2430-B,BRL,2,1,0.79000,50.0000%,0.79,0.00,0.00000,0,0,0.0000%
25 de ago. de 2026 - 25 de ago. de 2026,lixeira redonda,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,close-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L4050-B,BRL,3,1,0.58000,33.3333%,0.58,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,B09XVP1BYN,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L1618-T,BRL,11,1,0.71000,9.0909%,0.71,0.00,0.00000,0,0,0.0000%
24 de ago. de 2026 - 30 de ago. de 2026,lixeira cozinha inox,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-T,BRL,10,1,0.76000,10.0000%,0.76,0.00,0.00000,0,0,0.0000%
26 de ago. de 2026 - 30 de ago. de 2026,B076T9QLJS,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2470-B,BRL,5,1,0.79000,20.0000%,0.79,0.00,0.00000,0,0,0.0000%
26 de ago. de 2026 - 26 de ago. de 2026,B0G5J2HFL4,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,"=""199631127286200""",Campanha de Produto Indicado- P3070-o228/07,"asin-expanded=""B0BNLN5K22""",TARGETING_EXPRESSION,146788124202114,campanha de produto indicado,P3070,BRL,1,1,1.10000,100.0000%,1.10,0.00,0.00000,0,0,0.0000%
