ID do portfólio,Nome do portfólio,Identificador da campanha,Nome da campanha,Valor do orçamento da campanha,Tipo de orçamento da campanha,Estratégia de lances da campanha,Moeda do orçamento,Intervalo de datas,Impressões,Cliques,CTR,CPC,Custo total,Vendas,ROAS,Compras,Unidades vendidas,Taxa de compra
99873185432506,Campanhas Manuais Claude,"=""108804692555847""",Campanha de Palavra-Chave Lixeiras banheiro-O4 25/08,5,DAILY_BUDGET,optimizeForSales,BRL,11 de ago. de 2026 - 6 de set. de 2026,1469,17,1.1572%,1.50647,25.61,265.80,10.37876,1,2,0.0681%
1383289894499,campanha automatica individual,"=""78244851008766""",Campanha automática individual EGC,5,DAILY_BUDGET,manual,BRL,11 de ago. de 2026 - 6 de set. de 2026,2391,3,0.1255%,0.61333,1.84,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""7243834473931""",Campanha de Produto Indicado- PG3070-o425/08,10,DAILY_BUDGET,optimizeForSales,BRL,12 de ago. de 2026 - 6 de set. de 2026,813,2,0.2460%,0.89000,1.78,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""151214408407609""",Campanha de Produto Indicado- SP-PP-o103/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,96,0,0.0000%,,0.00,0.00,,0,0,0.0000%
99873185432506,Campanhas Manuais Claude,"=""51867061249884""",Campanha Manual Palavra-Chave L3070-B,5,DAILY_BUDGET,manual,BRL,11 de ago. de 2026 - 6 de set. de 2026,285,4,1.4035%,0.87500,3.50,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""204200209630375""",Campanha de Produto Indicado- P3070-o228/07,20,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 6 de set. de 2026,16078,42,0.2612%,1.09167,45.85,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""229314137254983""",Campanha de Produto Indicado- SP-FF-o103/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,106,0,0.0000%,,0.00,0.00,,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""245513710362262""",Campanha de Palavra-Chave- L2030-B-o103/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,61,1,1.6393%,0.87000,0.87,0.00,0.00000,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""110098529654524""",Campanha de Palavra-Chave- PG3070-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 9 de ago. de 2026,6,0,0.0000%,,0.00,0.00,,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""113980823359011""",Campanha de Palavra-Chave- P3050-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,146,0,0.0000%,,0.00,0.00,,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""220339920491993""",Campanha de Produto Indicado- L1618-A-o103/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 10 de ago. de 2026,23,0,0.0000%,,0.00,0.00,,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""185052434192545""",Campanha de Palavra-Chave- L2470-B-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,81,0,0.0000%,,0.00,0.00,,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""13641592450246""",Campanha de Palavra-Chave- PXP-o115/07,20,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 10 de ago. de 2026,8,1,12.5000%,0.69000,0.69,0.00,0.00000,0,0,0.0000%
1383289894499,campanha automatica individual,"=""58296046930587""",campanha automática individual- PG3070-o425/08,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 25 de ago. de 2026,323,0,0.0000%,,0.00,0.00,,0,0,0.0000%
